YCSB_KEY,field0,field1,field2,field3,field4,field5,field6,field7,field8
user89,grabbed call flipped paid loser put some rolled let keep party going,31.579999923706055,33.232666015625,31.215333938598633,32.80933380126953,32.80933380126953,467164500,2020-01-08,TSLA
user90,remember this seems like distant memory week ago,31.579999923706055,33.232666015625,31.215333938598633,32.80933380126953,32.80933380126953,467164500,2020-01-08,TSLA
user91,bunch cocaine two chick time,31.579999923706055,33.232666015625,31.215333938598633,32.80933380126953,32.80933380126953,467164500,2020-01-08,TSLA
user92,wild im loving every bit,31.579999923706055,33.232666015625,31.215333938598633,32.80933380126953,32.80933380126953,467164500,2020-01-08,TSLA
user93,year kind going nowhere loved company world,31.579999923706055,33.232666015625,31.215333938598633,32.80933380126953,32.80933380126953,467164500,2020-01-08,TSLA
user94,need pullback back load lol,31.579999923706055,33.232666015625,31.215333938598633,32.80933380126953,32.80933380126953,467164500,2020-01-08,TSLA
user95,remember mark word,31.579999923706055,33.232666015625,31.215333938598633,32.80933380126953,32.80933380126953,467164500,2020-01-08,TSLA
user96,think ready ride tesla yes ready got seatbelt,31.579999923706055,33.232666015625,31.215333938598633,32.80933380126953,32.80933380126953,467164500,2020-01-08,TSLA
user97,again short gonna buy put sell scared trader gonna take profit selling sharescalls thats gonna happen buy dip hold go long buy new car ever end week end next week,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.41287994384766,170108400,2020-01-09,AAPL
user98,time take breather,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.41287994384766,170108400,2020-01-09,AAPL
user99,nice look account today see share climbing,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.41287994384766,170108400,2020-01-09,AAPL
user100,apple going keep running undervalued,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.41287994384766,170108400,2020-01-09,AAPL
user101,it moving market,95.49449920654297,95.89099884033203,94.79000091552734,95.05249786376953,95.05249786376953,63346000,2020-01-09,AMZN
user102,,342.0,343.4200134277344,334.6099853515625,335.6600036621094,335.6600036621094,4709300,2020-01-09,NFLX
user103,,60.962501525878906,61.48249816894531,60.21500015258789,60.755001068115234,60.51851272583008,25511200,2020-01-09,NVDA
user104,short waiting market open morning tsla,33.13999938964844,33.253334045410156,31.524667739868164,32.089332580566406,32.089332580566406,426606000,2020-01-09,TSLA
user105,happy get elon tatted tomorrow hit sweet cheek,33.13999938964844,33.253334045410156,31.524667739868164,32.089332580566406,32.089332580566406,426606000,2020-01-09,TSLA
user106,ahh it gonna another good day tomorrow future keep ripping,33.13999938964844,33.253334045410156,31.524667739868164,32.089332580566406,32.089332580566406,426606000,2020-01-09,TSLA
user107,elon another dance todaycause love dancessuch good dancer,33.13999938964844,33.253334045410156,31.524667739868164,32.089332580566406,32.089332580566406,426606000,2020-01-09,TSLA
user108,wish sell,33.13999938964844,33.253334045410156,31.524667739868164,32.089332580566406,32.089332580566406,426606000,2020-01-09,TSLA
user109,little dip lure boom,33.13999938964844,33.253334045410156,31.524667739868164,32.089332580566406,32.089332580566406,426606000,2020-01-09,TSLA
user110,put art fart,33.13999938964844,33.253334045410156,31.524667739868164,32.089332580566406,32.089332580566406,426606000,2020-01-09,TSLA
user111,waiting hot moist reversal,33.13999938964844,33.253334045410156,31.524667739868164,32.089332580566406,32.089332580566406,426606000,2020-01-09,TSLA
user112,eod worry,33.13999938964844,33.253334045410156,31.524667739868164,32.089332580566406,32.089332580566406,426606000,2020-01-09,TSLA
user113,else bought dip,33.13999938964844,33.253334045410156,31.524667739868164,32.089332580566406,32.089332580566406,426606000,2020-01-09,TSLA
user114,looking like today feel good getting tomorrow,33.13999938964844,33.253334045410156,31.524667739868164,32.089332580566406,32.089332580566406,426606000,2020-01-09,TSLA
user115,funny bull thinking got reality check today,33.13999938964844,33.253334045410156,31.524667739868164,32.089332580566406,32.089332580566406,426606000,2020-01-09,TSLA
user116,market giving away money rn bear refuse it prefer path greatest resistance,33.13999938964844,33.253334045410156,31.524667739868164,32.089332580566406,32.089332580566406,426606000,2020-01-09,TSLA
user117,thanks bear ath profit call overnight,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.58334350585938,140644800,2020-01-10,AAPL
user118,called getting burnt,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.58334350585938,140644800,2020-01-10,AAPL
user119,missed something whole day off buy anything see bull fine earnings go shortlongterms great weekend,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.58334350585938,140644800,2020-01-10,AAPL
user120,gene munster top professional analyst venture capitalist must something right,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.58334350585938,140644800,2020-01-10,AAPL
user121,want buy call next week iran issued,95.26850128173828,95.34700012207031,94.0,94.15799713134766,94.15799713134766,57074000,2020-01-10,AMZN
user122,morningstars fair value estimate,337.1300048828125,338.5,327.2699890136719,329.04998779296875,329.04998779296875,4718300,2020-01-10,NFLX
user123,love im right,61.83250045776367,62.13750076293945,60.9375,61.08000183105469,60.842254638671875,31629600,2020-01-10,NVDA
user124,steepening move licking chop bull,32.11933135986328,32.3293342590332,31.579999923706055,31.876667022705078,31.876667022705078,194392500,2020-01-10,TSLA
user125,reminds yesterday pm sayin,32.11933135986328,32.3293342590332,31.579999923706055,31.876667022705078,31.876667022705078,194392500,2020-01-10,TSLA
user126,yr chart stock double less month good idea ring register get slammed,32.11933135986328,32.3293342590332,31.579999923706055,31.876667022705078,31.876667022705078,194392500,2020-01-10,TSLA
user127,good morning longs purchase near looking now bahaha,32.11933135986328,32.3293342590332,31.579999923706055,31.876667022705078,31.876667022705078,194392500,2020-01-10,TSLA
user128,think honor elon bear need throw meme post snap wearing short short next drop,32.11933135986328,32.3293342590332,31.579999923706055,31.876667022705078,31.876667022705078,194392500,2020-01-10,TSLA
user129,overvalued drop like rock soon,32.11933135986328,32.3293342590332,31.579999923706055,31.876667022705078,31.876667022705078,194392500,2020-01-10,TSLA
user130,tsla put aapl call,32.11933135986328,32.3293342590332,31.579999923706055,31.876667022705078,31.876667022705078,194392500,2020-01-10,TSLA
user131,making money love short pig,32.11933135986328,32.3293342590332,31.579999923706055,31.876667022705078,31.876667022705078,194392500,2020-01-10,TSLA
user132,need ceo tap dance instead actually making profit maybe joined cult tsla,32.11933135986328,32.3293342590332,31.579999923706055,31.876667022705078,31.876667022705078,194392500,2020-01-10,TSLA
user133,ouch honestly bounce back next week hope take position,32.11933135986328,32.3293342590332,31.579999923706055,31.876667022705078,31.876667022705078,194392500,2020-01-10,TSLA
user134,ruh roh bullsthis looking good,32.11933135986328,32.3293342590332,31.579999923706055,31.876667022705078,31.876667022705078,194392500,2020-01-10,TSLA
user135,suddenly bull sure anymore say hello sooner think,32.11933135986328,32.3293342590332,31.579999923706055,31.876667022705078,31.876667022705078,194392500,2020-01-10,TSLA
user136,havent ever heard short first red day big volume,32.11933135986328,32.3293342590332,31.579999923706055,31.876667022705078,31.876667022705078,194392500,2020-01-10,TSLA
user137,drop might buy tesla car profit,32.11933135986328,32.3293342590332,31.579999923706055,31.876667022705078,31.876667022705078,194392500,2020-01-10,TSLA
user138,pregame apple airpods apple beat everywhere player,,,,,,,2020-01-11,AAPL
user139,waiting new dip tu buy,,,,,,,2020-01-12,AAPL
user140,hoping small pullback open monday load call friday,,,,,,,2020-01-12,AAPL
user141,undervalued long time blowing number iphone today tomorrow,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,77.1981430053711,121532000,2020-01-13,AAPL
user142,need panic know were going,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,77.1981430053711,121532000,2020-01-13,AAPL
user143,still way undervalued looking forward next er,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,77.1981430053711,121532000,2020-01-13,AAPL
user144,let dip happen remember spy option expire today let dip happen first execute call friendly bull letting know whats up going filthy rich end week,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,77.1981430053711,121532000,2020-01-13,AAPL
user145,,94.56549835205078,94.9000015258789,94.04000091552734,94.56500244140625,94.56500244140625,55616000,2020-01-13,AMZN
user146,,331.79998779296875,340.8500061035156,331.510009765625,338.9200134277344,338.9200134277344,6290000,2020-01-13,NFLX
user147,,61.915000915527344,63.247501373291016,61.6875,62.994998931884766,62.74979019165039,31984000,2020-01-13,NVDA
user148,good true er,32.900001525878906,35.04199981689453,32.79999923706055,34.990665435791016,34.990665435791016,397764000,2020-01-13,TSLA
user149,try hard laugh,32.900001525878906,35.04199981689453,32.79999923706055,34.990665435791016,34.990665435791016,397764000,2020-01-13,TSLA
user150,fooooookin moon almost feel bad bear,32.900001525878906,35.04199981689453,32.79999923706055,34.990665435791016,34.990665435791016,397764000,2020-01-13,TSLA
user151,bringing profile back life thank elon,32.900001525878906,35.04199981689453,32.79999923706055,34.990665435791016,34.990665435791016,397764000,2020-01-13,TSLA
user152,analyst gonna come next upgrade buy imagine buy rating earnings,32.900001525878906,35.04199981689453,32.79999923706055,34.990665435791016,34.990665435791016,397764000,2020-01-13,TSLA
user153,big tip last month,32.900001525878906,35.04199981689453,32.79999923706055,34.990665435791016,34.990665435791016,397764000,2020-01-13,TSLA
user154,fair one many warning gave bear low high range,32.900001525878906,35.04199981689453,32.79999923706055,34.990665435791016,34.990665435791016,397764000,2020-01-13,TSLA
user155,say underwater friday understatement know worth k day,32.900001525878906,35.04199981689453,32.79999923706055,34.990665435791016,34.990665435791016,397764000,2020-01-13,TSLA
user156,buy waaaaaa,32.900001525878906,35.04199981689453,32.79999923706055,34.990665435791016,34.990665435791016,397764000,2020-01-13,TSLA
user157,wow unbelievable thing trying reach star lol,79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,76.15571594238281,161954400,2020-01-14,AAPL
user158,"",79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,76.15571594238281,161954400,2020-01-14,AAPL
user159,lmao is bye bye aapl,79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,76.15571594238281,161954400,2020-01-14,AAPL
user160,bought dip today,79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,76.15571594238281,161954400,2020-01-14,AAPL
user161,dec th st jan th gap dayslast tuesdayslets hope today th,94.29399871826172,94.35549926757812,92.92749786376953,93.47200012207031,93.47200012207031,68818000,2020-01-14,AMZN
user162,,344.3999938964844,345.3800048828125,335.5199890136719,338.69000244140625,338.69000244140625,7199400,2020-01-14,NFLX
user163,,62.564998626708984,62.81999969482422,61.6875,61.81999969482422,61.57937240600586,35908800,2020-01-14,NVDA
user164,ridiculous friday rate,36.284000396728516,36.49399948120117,34.99333190917969,35.861331939697266,35.861331939697266,434943000,2020-01-14,TSLA
user165,rising strong china news nice,36.284000396728516,36.49399948120117,34.99333190917969,35.861331939697266,35.861331939697266,434943000,2020-01-14,TSLA
user166,looking inflated account like wheel tesla mobile,36.284000396728516,36.49399948120117,34.99333190917969,35.861331939697266,35.861331939697266,434943000,2020-01-14,TSLA
user167,right cramer keep pumping love it,36.284000396728516,36.49399948120117,34.99333190917969,35.861331939697266,35.861331939697266,434943000,2020-01-14,TSLA
user168,target let gap go baby,36.284000396728516,36.49399948120117,34.99333190917969,35.861331939697266,35.861331939697266,434943000,2020-01-14,TSLA
user169,dip cover,36.284000396728516,36.49399948120117,34.99333190917969,35.861331939697266,35.861331939697266,434943000,2020-01-14,TSLA
user170,short long here question,36.284000396728516,36.49399948120117,34.99333190917969,35.861331939697266,35.861331939697266,434943000,2020-01-14,TSLA
user171,short selling shortslike hot potato,36.284000396728516,36.49399948120117,34.99333190917969,35.861331939697266,35.861331939697266,434943000,2020-01-14,TSLA
user172,want dance either close see tommorow morning,36.284000396728516,36.49399948120117,34.99333190917969,35.861331939697266,35.861331939697266,434943000,2020-01-14,TSLA
user173,locked small position weekly call caught dip am yall know ah pm action look like trade dd imo,36.284000396728516,36.49399948120117,34.99333190917969,35.861331939697266,35.861331939697266,434943000,2020-01-14,TSLA
user174,one imagine cnbc host zero knowledge technology,36.284000396728516,36.49399948120117,34.99333190917969,35.861331939697266,35.861331939697266,434943000,2020-01-14,TSLA
user175,squeeze high day s,36.284000396728516,36.49399948120117,34.99333190917969,35.861331939697266,35.861331939697266,434943000,2020-01-14,TSLA
user176,ooohyou almost short,36.284000396728516,36.49399948120117,34.99333190917969,35.861331939697266,35.861331939697266,434943000,2020-01-14,TSLA
user177,realistically think er go either way im thinking straddle mostly bearish though revenue abit low however straddle print,36.284000396728516,36.49399948120117,34.99333190917969,35.861331939697266,35.861331939697266,434943000,2020-01-14,TSLA
user178,amazing best evaluation folk,77.9625015258789,78.875,77.38749694824219,77.83499908447266,75.82936096191406,121923600,2020-01-15,AAPL
user179,guess fed pumping now,77.9625015258789,78.875,77.38749694824219,77.83499908447266,75.82936096191406,121923600,2020-01-15,AAPL
user180,one buying b fed apple hope bull get buy back soon,77.9625015258789,78.875,77.38749694824219,77.83499908447266,75.82936096191406,121923600,2020-01-15,AAPL
user181,poor sale gadget target store lol,77.9625015258789,78.875,77.38749694824219,77.83499908447266,75.82936096191406,121923600,2020-01-15,AAPL
user182,here glimpse er yall done,77.9625015258789,78.875,77.38749694824219,77.83499908447266,75.82936096191406,121923600,2020-01-15,AAPL
user183,someone either selling pop unloading huge position last couple day whale short hammering price action,77.9625015258789,78.875,77.38749694824219,77.83499908447266,75.82936096191406,121923600,2020-01-15,AAPL
user184,liu clearly stated lot ifs speech china buy billion ag china buy,77.9625015258789,78.875,77.38749694824219,77.83499908447266,75.82936096191406,121923600,2020-01-15,AAPL
user185,,93.61250305175781,93.94300079345703,92.75450134277344,93.10099792480469,93.10099792480469,57932000,2020-01-15,AMZN
user186,,338.67999267578125,343.1700134277344,336.6000061035156,339.07000732421875,339.07000732421875,5158000,2020-01-15,NFLX
user187,,61.9474983215332,62.17250061035156,61.13249969482422,61.39250183105469,61.153541564941406,26310400,2020-01-15,NVDA
user188,uh oh look like day epic run come grinding halt fall cliff thinking bear today,35.31733322143555,35.85599899291992,34.452667236328125,34.56666564941406,34.56666564941406,260532000,2020-01-15,TSLA
user189,call next week worry,35.31733322143555,35.85599899291992,34.452667236328125,34.56666564941406,34.56666564941406,260532000,2020-01-15,TSLA
user190,oh no listen bear errrrrrrrrrrrrrrrrrrr elon,35.31733322143555,35.85599899291992,34.452667236328125,34.56666564941406,34.56666564941406,260532000,2020-01-15,TSLA
user191,thought gonna see s,35.31733322143555,35.85599899291992,34.452667236328125,34.56666564941406,34.56666564941406,260532000,2020-01-15,TSLA
user192,im long bullish rather elon get million richer keep money company end year,35.31733322143555,35.85599899291992,34.452667236328125,34.56666564941406,34.56666564941406,260532000,2020-01-15,TSLA
user193,hundred dollar drop dem bear said gonna happen today hahahahaha,35.31733322143555,35.85599899291992,34.452667236328125,34.56666564941406,34.56666564941406,260532000,2020-01-15,TSLA
user194,dont worry guy im sure wont fall far it point day moving average day moving average,35.31733322143555,35.85599899291992,34.452667236328125,34.56666564941406,34.56666564941406,260532000,2020-01-15,TSLA
user195,come bull buy dip,35.31733322143555,35.85599899291992,34.452667236328125,34.56666564941406,34.56666564941406,260532000,2020-01-15,TSLA
user196,woof tesla bear fed today,35.31733322143555,35.85599899291992,34.452667236328125,34.56666564941406,34.56666564941406,260532000,2020-01-15,TSLA
user197,company produce profit relies government handout yet guy wanna buy,35.31733322143555,35.85599899291992,34.452667236328125,34.56666564941406,34.56666564941406,260532000,2020-01-15,TSLA
user198,holding put already unless open ill still money,35.31733322143555,35.85599899291992,34.452667236328125,34.56666564941406,34.56666564941406,260532000,2020-01-15,TSLA
